id,value,weight,volume,category
3443,9283,146,35,cat_2
3444,8150,806,287,cat_4
3445,5570,620,725,cat_1
3446,9808,138,305,cat_3
3447,9978,267,468,cat_1
3448,6100,771,83,cat_4
3449,7377,667,871,cat_1
3450,5896,878,766,cat_3
3451,591,682,486,cat_0
3452,1209,264,164,cat_3
3453,8525,160,697,cat_0
3454,4088,181,18,cat_2
3455,1574,65,501,cat_2
3456,5160,935,168,cat_1
3457,9011,444,777,cat_2
3458,6542,831,761,cat_2
3459,7357,270,513,cat_1
3460,9584,39,420,cat_0
3461,4266,668,138,cat_3
3462,962,887,983,cat_3
3463,3056,924,264,cat_3
3464,3785,11,525,cat_1
3465,1689,745,896,cat_2
3466,8626,543,973,cat_3
3467,5910,954,651,cat_2
3468,9749,741,668,cat_1
3469,9394,841,470,cat_1
3470,6354,366,833,cat_3
3471,1278,616,945,cat_3
3472,9265,425,765,cat_2
3473,9747,105,291,cat_1
3474,9596,819,274,cat_4
3475,5161,581,792,cat_4
3476,7793,793,100,cat_3
3477,6618,1000,555,cat_3
3478,5037,23,607,cat_1
3479,6958,481,951,cat_0
3480,1354,569,178,cat_0
3481,8097,26,427,cat_3
3482,3732,523,713,cat_2
3483,194,421,969,cat_3
3484,6483,630,982,cat_2
3485,8133,654,984,cat_0
3486,1952,540,76,cat_2
3487,2563,771,638,cat_1
3488,6373,617,338,cat_3
3489,3295,661,829,cat_0
3490,9306,58,136,cat_1
3491,7257,522,943,cat_2
3492,952,13,572,cat_0
3493,4457,338,864,cat_4
3494,1775,957,21,cat_1
3495,3071,644,100,cat_0
3496,5182,132,812,cat_0
3497,6292,165,4,cat_3
3498,9730,159,602,cat_0
3499,1366,876,279,cat_2
3500,9887,922,397,cat_1
3501,7131,450,175,cat_1
3502,34,820,14,cat_4
3503,1480,550,328,cat_4
3504,1735,152,93,cat_2
3505,6373,281,130,cat_2
3506,4633,812,79,cat_0
3507,6433,144,803,cat_1
3508,7182,330,999,cat_0
3509,351,462,588,cat_1
3510,5509,263,450,cat_0
3511,27,723,811,cat_0
3512,5219,235,349,cat_4
3513,4060,120,121,cat_4
3514,9573,363,251,cat_1
3515,2225,724,892,cat_2
3516,8251,356,810,cat_4
3517,3760,690,700,cat_2
3518,9030,189,291,cat_4
3519,2575,441,111,cat_4
3520,4490,515,998,cat_4
3521,1648,457,518,cat_2
3522,8095,641,537,cat_2
3523,9650,356,632,cat_4
3524,6666,524,527,cat_3
3525,6142,541,31,cat_4
3526,3321,835,374,cat_3
3527,4272,490,377,cat_1
3528,9407,62,873,cat_4
3529,9948,138,58,cat_1
3530,2641,494,836,cat_4
3531,8,302,271,cat_1
3532,1224,684,414,cat_2
3533,9829,707,586,cat_1
3534,3638,988,360,cat_0
3535,8899,421,27,cat_2
3536,4694,840,970,cat_1
3537,5419,268,547,cat_1
3538,8215,433,529,cat_2
3539,2505,758,781,cat_0
3540,7002,721,399,cat_1
3541,855,589,411,cat_2
3542,7213,785,966,cat_2
3543,2440,262,164,cat_3
3544,4017,103,255,cat_3
3545,8202,450,867,cat_2
3546,3879,350,284,cat_3
3547,1492,265,954,cat_3
3548,4236,449,295,cat_4
3549,7,26,7,cat_1
3550,9355,402,462,cat_0
3551,3591,349,376,cat_3
3552,124,255,136,cat_4
3553,8917,129,336,cat_1
3554,502,405,418,cat_0
3555,3574,30,849,cat_4
3556,1643,425,500,cat_4
3557,4053,246,347,cat_1
3558,3051,402,903,cat_2
3559,4776,819,739,cat_3
3560,9664,701,516,cat_1
3561,324,118,813,cat_3
3562,1112,46,863,cat_1
3563,81,566,752,cat_0
3564,894,288,974,cat_3
3565,7985,671,278,cat_2
3566,1287,815,857,cat_2
3567,2242,106,331,cat_4
3568,9425,104,675,cat_2
3569,1744,655,559,cat_1
3570,1168,200,228,cat_4
3571,4992,221,230,cat_0
3572,2211,282,976,cat_3
3573,7924,355,600,cat_0
3574,4934,172,646,cat_0
3575,1532,659,362,cat_3
3576,1184,492,660,cat_4
3577,5487,642,376,cat_4
3578,1505,858,815,cat_2
3579,5909,54,122,cat_2
3580,9808,428,966,cat_0
3581,4827,600,577,cat_2
3582,2734,163,878,cat_1
3583,6981,517,133,cat_0
3584,1614,1000,382,cat_4
3585,7141,254,463,cat_0
3586,8494,530,822,cat_1
3587,4068,473,947,cat_3
3588,6683,876,642,cat_2
3589,6989,305,129,cat_3
3590,9046,954,162,cat_4
3591,1017,953,82,cat_1
3592,6287,103,80,cat_1
3593,4341,159,163,cat_0
3594,2273,876,957,cat_0
3595,6295,22,829,cat_1
3596,3008,810,162,cat_0
3597,5680,223,442,cat_0
3598,4931,776,537,cat_3
3599,765,758,8,cat_1
3600,4659,970,696,cat_3
3601,6990,398,171,cat_3
3602,8152,994,103,cat_4
3603,2089,192,657,cat_3
3604,2677,219,801,cat_1
3605,4019,550,649,cat_4
3606,1273,655,748,cat_3
3607,696,597,196,cat_3
3608,9851,976,847,cat_3
3609,2779,89,385,cat_0
3610,7184,633,632,cat_1
3611,115,995,878,cat_3
3612,4117,469,925,cat_3
3613,4221,976,554,cat_0
3614,8896,914,789,cat_4
3615,8028,299,900,cat_2
3616,2193,842,663,cat_2
3617,2072,940,887,cat_1
3618,6009,965,458,cat_1
3619,9294,522,933,cat_4
3620,2410,32,221,cat_1
3621,1525,644,366,cat_0
3622,5455,748,823,cat_2
3623,5052,607,991,cat_3
3624,6462,427,173,cat_3
3625,3644,570,882,cat_3
3626,6028,444,571,cat_1
3627,4454,263,799,cat_3
3628,2746,287,694,cat_2
3629,142,298,243,cat_3
3630,5485,462,947,cat_2
3631,7550,601,498,cat_3
3632,6164,150,660,cat_0
3633,9154,878,675,cat_0
3634,5931,779,62,cat_3
3635,5183,178,615,cat_2
3636,7371,139,430,cat_3
3637,9925,895,58,cat_2
3638,6699,570,993,cat_3
3639,4744,524,574,cat_2
3640,33,433,263,cat_2
3641,495,630,761,cat_2
3642,5747,567,900,cat_0
3643,8105,520,422,cat_1
3644,7786,52,527,cat_4
3645,5793,435,499,cat_0
3646,1214,201,522,cat_4
3647,400,588,812,cat_1
3648,1042,798,166,cat_4
3649,324,22,398,cat_2
3650,5675,3,25,cat_1
3651,5903,708,916,cat_0
3652,1790,793,537,cat_3
3653,4644,543,363,cat_3
3654,5415,865,346,cat_4
3655,6448,805,853,cat_1
3656,2354,4,892,cat_0
3657,9110,120,56,cat_2
3658,3647,197,399,cat_2
3659,2637,426,394,cat_4
3660,959,323,756,cat_0
3661,8726,974,117,cat_1
3662,5745,942,559,cat_2
3663,7393,405,165,cat_2
3664,7122,879,201,cat_4
3665,6975,165,723,cat_3
3666,9412,963,461,cat_0
3667,4242,836,589,cat_4
3668,6455,106,776,cat_4
3669,1518,175,622,cat_0
3670,1080,299,923,cat_0
3671,6850,86,562,cat_3
3672,6446,821,867,cat_4
3673,9092,241,88,cat_1
3674,4962,627,46,cat_3
3675,6620,706,771,cat_3
3676,189,155,486,cat_2
3677,9600,240,486,cat_0
3678,3025,719,19,cat_1
3679,4003,508,224,cat_1
3680,3557,550,342,cat_3
3681,3866,808,704,cat_3
3682,4753,770,763,cat_0
3683,863,381,610,cat_3
3684,2363,503,793,cat_3
3685,8975,214,163,cat_4
3686,9148,979,143,cat_2
3687,7267,729,681,cat_1
3688,9235,123,8,cat_3
3689,8955,542,327,cat_4
3690,4755,871,575,cat_2
3691,1435,59,172,cat_1
3692,4437,224,230,cat_1
3693,1614,746,161,cat_2
3694,2473,999,433,cat_1
3695,1962,255,533,cat_2
3696,1038,631,8,cat_3
3697,3376,523,796,cat_3
3698,8484,226,932,cat_2
3699,5043,887,727,cat_2
3700,9830,223,153,cat_4
3701,4551,37,753,cat_4
3702,2267,639,775,cat_0
3703,1895,869,450,cat_1
3704,7420,131,175,cat_2
3705,8956,609,669,cat_2
3706,4608,461,709,cat_4
3707,9177,576,236,cat_3
3708,5629,154,634,cat_0
3709,345,925,451,cat_2
3710,3203,191,648,cat_1
3711,6245,440,305,cat_2
3712,4130,539,680,cat_0
3713,4810,644,302,cat_3
3714,4386,926,226,cat_1
3715,5205,196,968,cat_1
3716,227,46,589,cat_0
3717,8845,295,642,cat_3
3718,4428,700,910,cat_1
3719,1505,59,72,cat_2
3720,4501,441,934,cat_0
3721,769,366,997,cat_0
3722,2522,294,477,cat_3
3723,8515,93,260,cat_1
3724,8125,37,47,cat_4
3725,1397,362,354,cat_1
3726,2024,255,158,cat_2
3727,5859,548,63,cat_0
3728,5136,164,499,cat_1
3729,1593,748,954,cat_3
3730,8960,625,953,cat_4
3731,8017,900,140,cat_3
3732,382,603,387,cat_0
3733,5223,678,446,cat_0
3734,63,205,278,cat_4
3735,7072,294,655,cat_1
3736,4916,63,907,cat_0
3737,1469,597,332,cat_0
3738,4171,215,957,cat_0
3739,5969,809,369,cat_1
3740,9227,42,531,cat_4
3741,3123,911,12,cat_3
3742,4205,425,96,cat_4
3743,4384,26,311,cat_4
3744,2928,982,809,cat_2
3745,2561,176,513,cat_3
3746,1377,515,720,cat_1
3747,656,589,566,cat_0
3748,9490,13,350,cat_2
3749,2196,124,681,cat_1
3750,2873,718,743,cat_0
3751,1460,191,196,cat_2
3752,7232,863,136,cat_2
3753,851,197,71,cat_3
3754,8258,464,717,cat_3
3755,474,763,980,cat_1
3756,5207,232,973,cat_0
3757,6347,758,33,cat_2
3758,3636,426,943,cat_1
3759,7402,739,522,cat_0
3760,8914,265,853,cat_3
3761,3284,998,482,cat_3
3762,3008,454,869,cat_1
3763,239,649,800,cat_4
3764,9892,770,220,cat_2
3765,8199,230,189,cat_3
3766,6908,564,70,cat_2
3767,9735,40,772,cat_0
3768,2993,191,115,cat_2
3769,6859,967,252,cat_1
3770,7151,571,70,cat_1
3771,9793,148,299,cat_0
3772,335,130,836,cat_4
3773,2415,984,257,cat_2
3774,8631,745,453,cat_1
3775,9005,129,490,cat_1
3776,6244,85,161,cat_1
3777,1792,503,265,cat_0
3778,4066,481,565,cat_1
3779,5780,219,514,cat_0
3780,3826,757,581,cat_2
3781,5718,29,505,cat_4
3782,8293,808,289,cat_3
3783,2518,54,544,cat_1
3784,3327,159,646,cat_4
3785,1066,996,176,cat_0
3786,5537,65,284,cat_3
3787,5627,299,793,cat_4
3788,9467,799,805,cat_0
3789,4966,601,74,cat_2
3790,8348,882,856,cat_3
3791,8858,941,354,cat_1
3792,3379,321,323,cat_0
3793,9410,391,67,cat_1
3794,3254,453,409,cat_2
3795,6551,551,231,cat_2
3796,4196,540,662,cat_4
3797,5594,381,823,cat_0
3798,4983,368,275,cat_1
3799,9378,148,812,cat_2
3800,6172,628,724,cat_3
3801,2265,335,891,cat_4
3802,4326,77,19,cat_1
3803,3605,143,703,cat_0
3804,1108,957,386,cat_2
3805,9021,888,270,cat_1
3806,1475,127,51,cat_2
3807,5980,258,588,cat_4
3808,6197,13,440,cat_4
3809,5398,476,444,cat_4
3810,3398,911,125,cat_3
3811,654,39,56,cat_2
3812,6870,857,851,cat_4
3813,3386,854,482,cat_3
3814,5878,85,206,cat_3
3815,8389,34,471,cat_3
3816,379,647,674,cat_3
3817,4740,261,377,cat_0
3818,3026,893,962,cat_3
3819,7021,53,371,cat_3
3820,5241,10,566,cat_1
3821,9801,504,579,cat_4
3822,2117,600,168,cat_3
3823,6034,944,518,cat_3
3824,899,951,111,cat_2
3825,9861,259,477,cat_1
3826,242,960,343,cat_2
3827,7740,169,593,cat_2
3828,5245,103,14,cat_1
3829,9166,640,29,cat_2
3830,8920,846,329,cat_4
3831,1231,51,4,cat_0
3832,7548,445,537,cat_2
3833,3298,424,578,cat_3
3834,7646,990,437,cat_1
3835,6088,607,981,cat_3
3836,3000,834,985,cat_2
3837,4032,780,713,cat_0
3838,9185,875,287,cat_3
3839,6115,8,994,cat_4
3840,9359,466,682,cat_0
3841,6372,611,626,cat_0
3842,4180,825,422,cat_3
3843,646,964,890,cat_4
3844,3394,573,949,cat_2
3845,2066,50,155,cat_3
3846,386,420,37,cat_2
3847,3252,529,376,cat_0
3848,5178,728,158,cat_4
3849,4549,588,578,cat_4
3850,4122,742,39,cat_3
3851,2987,751,544,cat_4
3852,230,506,273,cat_4
3853,7800,139,590,cat_2
3854,5021,343,98,cat_0
3855,8662,195,256,cat_1
3856,8214,677,379,cat_2
3857,8151,35,895,cat_1
3858,5748,586,783,cat_1
3859,1156,607,553,cat_0
3860,1077,426,105,cat_2
3861,2081,831,715,cat_3
3862,9162,683,386,cat_3
3863,4384,69,262,cat_4
3864,9154,706,655,cat_2
3865,1173,350,48,cat_0
3866,112,935,277,cat_2
3867,187,85,515,cat_2
3868,1062,552,352,cat_0
3869,2736,985,293,cat_0
3870,8360,872,62,cat_2
3871,113,5,328,cat_4
3872,7241,746,581,cat_4
3873,5768,970,969,cat_4
3874,2903,708,209,cat_2
3875,4387,477,724,cat_4
3876,5084,493,680,cat_4
3877,3319,699,271,cat_0
3878,1307,145,796,cat_0
3879,5298,88,561,cat_0
3880,4907,87,879,cat_3
3881,8504,856,370,cat_1
3882,2043,317,689,cat_2
3883,2759,134,833,cat_3
3884,7919,934,896,cat_4
3885,6983,930,987,cat_2
3886,5002,490,443,cat_2
3887,6048,91,772,cat_2
3888,5357,99,378,cat_0
3889,9159,398,40,cat_0
3890,6691,753,562,cat_0
3891,5001,175,740,cat_1
3892,4541,381,539,cat_0
3893,9487,106,928,cat_2
3894,9200,463,49,cat_0
3895,8489,65,675,cat_0
3896,4152,910,874,cat_3
3897,2933,122,89,cat_2
3898,3085,286,548,cat_2
3899,1284,351,730,cat_4
3900,7462,344,836,cat_3
3901,5161,918,141,cat_3
3902,6307,108,393,cat_4
3903,7343,391,141,cat_3
3904,3837,877,684,cat_3
3905,8843,50,55,cat_3
3906,8457,956,357,cat_4
3907,8964,36,291,cat_2
3908,9531,605,78,cat_3
3909,8044,378,178,cat_4
3910,2025,595,850,cat_0
3911,393,514,318,cat_3
3912,4529,536,180,cat_2
3913,9658,685,483,cat_2
3914,7001,646,334,cat_4
3915,4927,889,369,cat_2
3916,1183,561,48,cat_0
3917,9632,852,591,cat_4
3918,9519,694,65,cat_2
3919,647,210,311,cat_3
3920,1437,43,373,cat_3
3921,1031,21,938,cat_4
3922,1587,2,825,cat_1
3923,4981,269,523,cat_4
3924,5273,359,412,cat_2
3925,1644,734,290,cat_0
3926,9017,655,140,cat_2
3927,3499,66,499,cat_4
3928,5797,455,520,cat_3
3929,2348,661,138,cat_0
3930,7337,214,82,cat_0
3931,3658,854,762,cat_2
3932,7812,668,999,cat_3
3933,3205,552,719,cat_3
3934,6290,988,349,cat_4
3935,5127,361,955,cat_1
3936,6512,69,961,cat_3
3937,7523,580,202,cat_3
3938,4738,894,678,cat_1
3939,6350,491,548,cat_4
3940,9628,881,429,cat_1
3941,1187,611,801,cat_1
3942,9895,755,901,cat_3
3943,2747,696,379,cat_3
3944,9365,18,423,cat_0
3945,900,500,328,cat_3
3946,6140,488,647,cat_2
3947,7802,962,633,cat_0
3948,7369,621,747,cat_4
3949,8682,343,881,cat_2
3950,5312,831,375,cat_2
3951,5897,266,442,cat_0
3952,9083,539,404,cat_1
3953,290,696,556,cat_2
3954,1356,865,911,cat_1
3955,9757,190,476,cat_0
3956,1023,223,660,cat_4
3957,1118,243,583,cat_1
3958,2678,446,113,cat_1
3959,6699,922,362,cat_2
3960,8610,791,312,cat_0
3961,847,427,226,cat_3
3962,2688,98,359,cat_4
3963,1965,532,649,cat_4
3964,1008,805,168,cat_0
3965,524,308,322,cat_2
3966,8759,331,390,cat_2
3967,8737,830,409,cat_1
3968,8487,172,30,cat_0
3969,6685,603,101,cat_2
3970,2599,724,128,cat_3
3971,7636,774,578,cat_3
3972,6422,791,767,cat_4
3973,9962,852,530,cat_3
3974,2711,317,686,cat_3
3975,9561,209,681,cat_0
3976,9671,257,216,cat_1
3977,4784,566,327,cat_4
3978,5438,848,873,cat_4
3979,5661,8,839,cat_0
3980,9282,785,614,cat_2
3981,5829,596,16,cat_3
3982,8304,786,856,cat_2
3983,8399,783,233,cat_2
3984,6559,979,908,cat_0
3985,307,317,889,cat_1
3986,1529,643,403,cat_3
3987,8990,767,321,cat_3
3988,6127,822,845,cat_4
3989,6671,488,217,cat_4
3990,8359,863,936,cat_4
3991,5987,225,755,cat_4
3992,6951,406,714,cat_2
3993,9248,530,899,cat_1
3994,961,774,631,cat_1
3995,5187,772,256,cat_0
3996,3092,704,184,cat_1
3997,7463,632,876,cat_3
3998,5800,225,837,cat_1
3999,3221,604,998,cat_0
4000,1287,369,175,cat_2
4001,1504,310,481,cat_2
4002,1823,119,712,cat_2
4003,7523,988,614,cat_0
4004,2740,591,683,cat_2
4005,7013,533,829,cat_3
4006,8174,673,661,cat_1
4007,6359,850,823,cat_2
4008,1080,547,700,cat_3
4009,9538,813,694,cat_4
4010,7946,952,143,cat_1
4011,5544,639,81,cat_1
4012,9108,644,591,cat_0
4013,176,267,724,cat_0
4014,4009,836,623,cat_3
4015,4884,676,37,cat_2
4016,1511,851,625,cat_0
4017,1832,59,606,cat_1
4018,686,120,603,cat_3
4019,9258,251,530,cat_4
4020,5477,200,278,cat_0
4021,3722,717,537,cat_0
4022,3317,411,991,cat_4
4023,3071,484,288,cat_0
4024,6613,438,386,cat_3
4025,5918,998,687,cat_4
4026,6010,778,667,cat_2
4027,7966,746,330,cat_1
4028,6197,420,834,cat_1
4029,8749,953,608,cat_1
4030,4260,123,302,cat_1
4031,5698,643,483,cat_1
4032,9842,771,77,cat_1
4033,5237,3,18,cat_4
4034,6834,147,30,cat_0
4035,9092,220,553,cat_0
4036,4354,413,25,cat_3
4037,2917,500,752,cat_3
4038,7340,255,89,cat_2
4039,6761,512,794,cat_1
4040,6917,790,219,cat_2
4041,2772,892,516,cat_1
4042,1468,889,22,cat_2
4043,6296,788,18,cat_4
4044,1194,758,5,cat_2
4045,1110,614,661,cat_2
4046,7660,986,697,cat_1
4047,5376,134,133,cat_1
4048,4735,514,360,cat_3
4049,7825,315,662,cat_2
4050,9479,169,689,cat_4
4051,8598,616,157,cat_0
4052,8155,58,40,cat_3
4053,9883,103,298,cat_0
4054,7331,8,419,cat_2
4055,1008,590,587,cat_3
4056,4305,316,238,cat_2
4057,2636,852,356,cat_0
4058,1580,622,305,cat_0
4059,1684,445,985,cat_4
4060,3323,987,916,cat_1
4061,9450,909,295,cat_0
4062,9186,874,573,cat_0
4063,5046,449,224,cat_1
4064,4840,316,259,cat_3
4065,863,925,484,cat_0
4066,2705,952,19,cat_0
4067,5279,69,530,cat_2
4068,3697,943,834,cat_0
4069,4721,234,445,cat_4
4070,1672,444,589,cat_3
4071,4764,402,846,cat_4
4072,3628,655,221,cat_3
4073,1363,595,995,cat_2
4074,1490,386,344,cat_4
4075,6721,764,676,cat_2
4076,6178,599,209,cat_4
4077,2067,995,781,cat_1
4078,5642,873,888,cat_3
4079,4902,564,469,cat_3
4080,6916,8,757,cat_3
4081,3167,291,586,cat_1
4082,3894,178,671,cat_3
4083,1089,102,865,cat_4
4084,2087,576,715,cat_1
4085,9821,777,693,cat_2
4086,9756,320,848,cat_2
4087,2516,341,720,cat_4
4088,7098,523,422,cat_1
4089,7389,405,99,cat_2
4090,1514,607,747,cat_3
4091,563,143,123,cat_1
4092,2496,803,540,cat_4
4093,6566,862,927,cat_1
4094,6514,796,149,cat_0
4095,6339,165,842,cat_4
4096,3763,491,480,cat_4
4097,5912,66,787,cat_4
4098,1123,910,963,cat_4
4099,1076,347,714,cat_0
4100,7077,843,516,cat_2
4101,8380,130,216,cat_3
4102,772,704,250,cat_0
4103,9602,830,660,cat_2
4104,6541,277,77,cat_4
4105,2747,436,577,cat_1
4106,221,628,628,cat_3
4107,7364,583,568,cat_4
4108,5810,984,601,cat_1
4109,8128,463,407,cat_0
4110,1981,731,620,cat_3
4111,9064,963,522,cat_2
4112,3300,321,833,cat_0
4113,7999,821,550,cat_1
4114,4298,136,588,cat_1
4115,4022,301,130,cat_2
4116,8290,673,882,cat_3
4117,2093,849,111,cat_3
4118,680,518,267,cat_1
4119,6270,835,550,cat_3
4120,1053,486,441,cat_0
4121,1439,877,353,cat_0
4122,2716,174,372,cat_1
4123,485,965,705,cat_1
4124,7198,608,169,cat_4
4125,2019,642,923,cat_0
4126,723,550,742,cat_4
4127,1510,991,521,cat_4
4128,6917,106,992,cat_0
4129,2909,885,802,cat_0
4130,6824,21,197,cat_2
4131,722,595,133,cat_1
4132,2916,65,955,cat_2
4133,9118,49,22,cat_1
4134,5894,874,297,cat_4
4135,47,22,895,cat_4
4136,9977,740,550,cat_4
4137,7831,703,13,cat_1
4138,4093,473,773,cat_3
4139,8974,98,300,cat_4
4140,1647,782,620,cat_4
4141,3040,18,408,cat_1
4142,4526,524,409,cat_3
4143,9033,144,386,cat_3
4144,4865,489,16,cat_2
4145,223,887,368,cat_2
4146,7223,317,963,cat_4
4147,1322,862,149,cat_0
4148,4588,508,706,cat_2
4149,527,493,891,cat_2
4150,7399,737,300,cat_1
4151,8977,231,279,cat_2
4152,1423,809,636,cat_2
4153,7721,855,411,cat_1
4154,4162,398,870,cat_0
4155,5142,799,696,cat_4
4156,2958,250,108,cat_2
4157,5120,936,203,cat_0
4158,2063,853,743,cat_4
4159,5888,449,995,cat_2
4160,7980,210,2,cat_4
4161,3783,484,313,cat_2
4162,2794,146,623,cat_3
4163,2565,983,874,cat_3
4164,5050,984,867,cat_0
4165,8968,431,362,cat_1
4166,3730,923,73,cat_1
4167,7224,571,814,cat_4
4168,9775,340,786,cat_0
4169,7231,388,605,cat_2
4170,9816,803,370,cat_4
4171,4937,367,182,cat_4
4172,2674,149,991,cat_4
4173,1195,219,859,cat_2
4174,2562,421,333,cat_0
4175,6077,314,90,cat_1
4176,6339,837,973,cat_0
4177,2346,601,333,cat_0
4178,7960,503,11,cat_3
4179,5460,506,565,cat_3
4180,2577,90,90,cat_2
4181,5644,354,172,cat_1
4182,5322,460,872,cat_3
4183,8526,942,255,cat_4
4184,4215,954,104,cat_1
4185,7613,517,370,cat_1
4186,941,105,879,cat_2
4187,618,685,690,cat_1
4188,1037,255,565,cat_0
4189,8314,284,858,cat_3
4190,841,323,574,cat_3
4191,8581,194,620,cat_0
4192,280,417,883,cat_3
4193,8133,948,194,cat_3
4194,598,787,355,cat_0
4195,3165,885,458,cat_4
4196,3287,669,511,cat_2
4197,8636,843,926,cat_4
4198,9387,95,246,cat_4
4199,7008,409,160,cat_3
4200,4406,263,778,cat_2
4201,3093,587,588,cat_0
4202,6936,219,842,cat_2
4203,8137,609,952,cat_3
4204,8286,38,141,cat_2
4205,5994,275,244,cat_1
4206,1816,798,168,cat_0
4207,1628,597,616,cat_1
4208,3649,240,631,cat_1
4209,402,757,596,cat_4
4210,1027,853,279,cat_3
4211,8562,378,162,cat_3
4212,8103,183,439,cat_0
4213,8257,957,983,cat_3
4214,1039,15,420,cat_1
4215,8469,928,632,cat_2
4216,3863,670,427,cat_0
4217,759,2,688,cat_1
4218,9593,71,98,cat_4
4219,6880,293,491,cat_2
4220,7114,253,385,cat_4
4221,2122,238,132,cat_0
4222,8724,393,314,cat_2
4223,8800,727,34,cat_1
4224,8321,923,556,cat_1
4225,9687,934,800,cat_1
4226,8779,605,307,cat_2
4227,7507,784,706,cat_2
4228,9719,34,798,cat_0
4229,5011,336,681,cat_0
4230,1222,940,135,cat_2
4231,5167,817,277,cat_0
4232,5926,118,678,cat_4
4233,7609,832,381,cat_2
4234,2439,663,977,cat_3
4235,9019,561,623,cat_2
4236,9528,610,829,cat_2
4237,3494,929,180,cat_2
4238,113,55,533,cat_0
4239,3339,950,705,cat_2
4240,5014,192,107,cat_4
4241,1138,820,574,cat_4
4242,8729,629,168,cat_2
4243,5051,137,141,cat_2
4244,2924,647,749,cat_2
4245,4477,776,725,cat_3
4246,1213,779,804,cat_1
4247,9301,435,987,cat_1
4248,9819,48,69,cat_0
4249,8502,338,73,cat_2
4250,2563,496,231,cat_2
4251,1475,851,368,cat_3
4252,1495,424,670,cat_2
4253,8702,162,63,cat_3
4254,41,801,262,cat_2
4255,5658,903,512,cat_3
4256,6156,944,961,cat_0
4257,4025,320,193,cat_3
4258,9313,907,171,cat_1
4259,1898,736,271,cat_0
4260,5573,909,124,cat_3
4261,9548,994,214,cat_1
4262,9308,864,529,cat_0
4263,4348,278,474,cat_1
4264,4481,69,443,cat_2
4265,7314,358,885,cat_1
4266,3460,658,121,cat_4
4267,2664,342,896,cat_1
4268,9232,946,216,cat_2
4269,6020,813,123,cat_1
4270,4982,38,583,cat_0
4271,5163,241,823,cat_2
4272,6217,595,323,cat_3
4273,9109,443,751,cat_0
4274,5414,592,38,cat_0
4275,1233,316,135,cat_0
4276,719,197,885,cat_1
4277,1117,811,451,cat_0
4278,8836,96,549,cat_0
4279,6170,767,389,cat_2
4280,9373,455,966,cat_2
4281,8328,574,641,cat_4
4282,7121,2,41,cat_0
4283,9827,788,787,cat_2
4284,9861,310,947,cat_1
4285,5379,831,614,cat_4
4286,8491,127,481,cat_1
4287,1013,670,268,cat_0
4288,4432,218,732,cat_2
4289,6547,191,276,cat_2
4290,4150,242,479,cat_4
4291,1234,224,882,cat_2
4292,7368,121,300,cat_0
4293,6540,268,442,cat_0
4294,6440,117,645,cat_4
4295,949,126,769,cat_4
4296,7952,135,216,cat_4
4297,3965,328,300,cat_4
4298,5457,785,670,cat_1
4299,9531,489,163,cat_1
4300,8698,782,912,cat_4
4301,7542,887,76,cat_4
4302,9269,574,652,cat_1
4303,2224,991,969,cat_0
4304,7380,704,500,cat_3
4305,350,53,30,cat_3
4306,4273,758,681,cat_0
4307,8238,510,216,cat_4
4308,1161,255,781,cat_1
4309,5528,641,145,cat_3
4310,5650,697,345,cat_4
4311,1137,381,355,cat_0
4312,7469,5,642,cat_1
4313,85,374,160,cat_2
4314,2860,62,775,cat_0
4315,1836,358,536,cat_3
4316,1070,107,356,cat_0
4317,5211,555,418,cat_4
4318,1450,749,826,cat_4
4319,7079,467,444,cat_4
4320,9341,974,421,cat_4
4321,829,769,752,cat_4
4322,9426,521,952,cat_1
4323,6695,321,866,cat_3
4324,17,565,3,cat_0
4325,5605,331,975,cat_4
4326,6561,784,267,cat_2
4327,1067,575,143,cat_4
4328,4606,176,912,cat_2
